Timestamp,Cycle,Total_Ms,Comm_Ms,AddrSwitch_Ms,UI_Ms,Record_Ms,Had_Error
2026-03-21 16:04:44.399,2,1258.8,1075.3,183.4,0.0,0.0,0
2026-03-21 16:04:45.538,3,1077.0,1076.9,0.0,0.0,0.0,0
2026-03-21 16:04:46.675,4,1075.8,1075.7,0.0,0.0,0.0,0
2026-03-21 16:04:47.815,5,1075.8,1075.7,0.0,0.0,0.0,0
2026-03-21 16:04:48.955,6,1077.2,1077.1,0.0,0.0,0.0,0
2026-03-21 16:04:50.095,7,1076.1,1076.0,0.0,0.0,0.0,0
2026-03-21 16:04:51.237,8,1076.9,1076.8,0.0,0.0,0.0,0
2026-03-21 16:04:52.378,9,1077.5,1077.4,0.0,0.0,0.0,0
2026-03-21 16:04:53.519,10,1078.8,1078.7,0.0,0.0,0.0,0
2026-03-21 16:04:54.647,11,1078.0,1077.9,0.0,0.0,0.0,0
2026-03-21 16:04:55.781,12,1064.9,1064.8,0.0,0.0,0.0,0
2026-03-21 16:04:56.922,13,1070.9,1070.8,0.0,0.0,0.0,0
2026-03-21 16:04:58.063,14,1079.1,1079.0,0.0,0.0,0.0,0
2026-03-21 16:04:59.205,15,1077.5,1077.4,0.0,0.0,0.0,0
2026-03-21 16:05:00.340,16,1078.0,1077.9,0.0,0.0,0.0,0
2026-03-21 16:05:01.471,17,1072.8,1072.8,0.0,0.0,0.0,0
2026-03-21 16:05:02.612,18,1069.0,1068.9,0.0,0.0,0.0,0
2026-03-21 16:05:03.750,19,1077.7,1077.6,0.0,0.0,0.0,0
2026-03-21 16:05:04.884,20,1074.0,1073.8,0.0,0.0,0.1,0
2026-03-21 16:05:06.022,21,1071.3,1071.3,0.0,0.0,0.0,0
2026-03-21 16:05:07.150,22,1074.7,1074.7,0.0,0.0,0.0,0
2026-03-21 16:05:08.278,23,1065.0,1064.9,0.0,0.0,0.0,0
2026-03-21 16:05:09.415,24,1066.0,1066.0,0.0,0.0,0.0,0
2026-03-21 16:05:10.554,25,1073.1,1073.1,0.0,0.0,0.0,0
2026-03-21 16:05:11.693,26,1074.9,1074.9,0.0,0.0,0.0,0
2026-03-21 16:05:12.830,27,1075.1,1075.1,0.0,0.0,0.0,0
2026-03-21 16:05:14.134,28,1073.6,1073.6,0.0,0.0,0.0,0
2026-03-21 16:05:15.259,29,1240.4,1240.3,0.0,0.0,0.0,0
2026-03-21 16:05:16.397,30,1066.0,1065.9,0.0,0.0,0.0,0
2026-03-21 16:05:17.538,31,1076.9,1076.9,0.0,0.0,0.0,0
